person_id,loan_id,cb_id,person_id,person_age,person_income,person_home_ownership,person_emp_length,loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_id,cb_person_default_on_file,cb_person_cred_hist_length
uNRXUN05-PU4l,JSAZSjJc-tpZc,8JZJ3Pq7-4qjx,uNRXUN05-PU4l,24,80000,Rent,6,JSAZSjJc-tpZc,Medical,A,6400,7.49,0,0.08,8JZJ3Pq7-4qjx,N,4
ADARxOjZ-jqSo,FCMx5fE8-bXZM,xszzanLi-DvGz,ADARxOjZ-jqSo,22,28500,Mortgage,1,FCMx5fE8-bXZM,Medical,A,8500,7.68,0,0.3,xszzanLi-DvGz,N,3
LDTf6WSR-AodR,JCzGfrmR-muk6,NZx2L9KG-yQX6,LDTf6WSR-AodR,23,46932,Own,NULL,JCzGfrmR-muk6,Education,A,7000,5.79,0,0.15,NZx2L9KG-yQX6,N,4
0lIO1RBb-nuRN,auBIsfwh-FW9l,M5DbUCmP-vvuz,0lIO1RBb-nuRN,26,122500,Rent,1,auBIsfwh-FW9l,Homeimprovement,B,10000,10.65,0,0.08,M5DbUCmP-vvuz,N,2
oiQmbcAf-E5OY,jOpS6jI5-73xc,M1P5CDrb-5Sar,oiQmbcAf-E5OY,28,NULL,Rent,12,jOpS6jI5-73xc,Education,E,14000,6.54,0,NULL,M1P5CDrb-5Sar,N,6
fOmw95hl-3ONs,7NeadZsN-7erP,9aUYYDA0-i1kI,fOmw95hl-3ONs,30,69000,Rent,6,7NeadZsN-7erP,Education,D,25000,14.09,1,0.36,9aUYYDA0-i1kI,Y,5
4v1KbQpB-sKFW,hvOSZZJ5-4K6Q,6oEQcKbZ-mcTi,4v1KbQpB-sKFW,21,80000,Mortgage,5,hvOSZZJ5-4K6Q,Education,A,12000,5.99,0,0.15,6oEQcKbZ-mcTi,N,2
5MeUAZQo-NQlk,sstc0W1W-9kie,wXHRHtzX-YKH5,5MeUAZQo-NQlk,31,24996,Rent,0,sstc0W1W-9kie,,C,NULL,11.99,0,0.11,wXHRHtzX-YKH5,N,4
eshM6ISs-ZHyA,JEX8Chvs-mYKG,8BQOiGcO-FUwl,eshM6ISs-ZHyA,25,175000,Rent,4,JEX8Chvs-mYKG,Homeimprovement,D,10000,15.05,0,0.06,8BQOiGcO-FUwl,Y,4
ULsph5Po-x5Ah,cBSbUYvy-k2Ld,4TsscCqn-qpnY,ULsph5Po-x5Ah,40,65000,Rent,1,cBSbUYvy-k2Ld,Homeimprovement,B,5000,9.63,0,0.08,4TsscCqn-qpnY,N,17
zJDIWkTS-TZ71,DKt5tjFi-mTTX,NSPBwpuc-u3cA,zJDIWkTS-TZ71,50,58800,Mortgage,12,DKt5tjFi-mTTX,Medical,E,22000,17.74,1,0.37,NSPBwpuc-u3cA,Y,13
Lbr0SKEM-13bn,Q6BDiYgG-Nows,WhiSW5b0-GEG9,Lbr0SKEM-13bn,27,185300,Mortgage,11,Q6BDiYgG-Nows,Medical,D,35000,NULL,1,0.16,WhiSW5b0-GEG9,Y,5
pEdAErpG-NFvJ,zQ4KwPEP-rC18,WqUZyCfB-pxAh,pEdAErpG-NFvJ,21,24000,Rent,4,zQ4KwPEP-rC18,Homeimprovement,C,9600,14.27,1,0.4,WqUZyCfB-pxAh,N,4
hrytbuhS-w80l,OjY12Kco-RRq3,QFAEbQFG-FP6w,hrytbuhS-w80l,35,120000,Rent,4,OjY12Kco-RRq3,Homeimprovement,B,12000,10.99,0,0.1,QFAEbQFG-FP6w,N,7
vAHAI7UW-Lmcw,GmcMbqvQ-bfEr,R1sGRC7G-MY9M,vAHAI7UW-Lmcw,34,93600,Rent,15,GmcMbqvQ-bfEr,Education,D,20000,15.31,0,0.21,R1sGRC7G-MY9M,N,5
hEEO67Tb-S20f,ivZielgC-crOA,SweTu6Qz-iLEd,hEEO67Tb-S20f,29,62400,Rent,0,ivZielgC-crOA,Homeimprovement,B,3500,10.99,0,0.06,SweTu6Qz-iLEd,N,5
2JwMLoTK-cCSD,rftihkpe-YL06,sF2hKZCB-WnKL,2JwMLoTK-cCSD,44,36000,Rent,0,rftihkpe-YL06,Personal,B,16000,11.49,1,0.44,sF2hKZCB-WnKL,N,13
1S5Erham-Qtlr,ZJMdeYne-b1Fg,297mAN39-28Ce,1S5Erham-Qtlr,23,90000,Rent,5,ZJMdeYne-b1Fg,Venture,D,7500,15.58,0,0.08,297mAN39-28Ce,Y,3
P5kALoT4-fHWe,t2ltrNHd-I9G1,vUkkUb6Q-qFpa,P5kALoT4-fHWe,26,37000,Rent,0,t2ltrNHd-I9G1,Personal,B,14000,9.88,1,0.38,vUkkUb6Q-qFpa,N,2
2xhxIXsB-uKs7,QMZNIgvH-T3Df,KmleBIXZ-qlZD,2xhxIXsB-uKs7,33,45000,Rent,13,QMZNIgvH-T3Df,Education,C,6800,11.22,1,0.15,KmleBIXZ-qlZD,Y,6
BJilgFhf-ZYpg,IfjQ2DC4-hLkH,tjBGmCi2-bgch,BJilgFhf-ZYpg,27,52275,Rent,7,IfjQ2DC4-hLkH,Medical,D,20050,17.58,1,0.33,tjBGmCi2-bgch,Y,10
4Xp7i5fx-7ypN,gvxNY3oY-UkQb,Gsy2wwMl-xmOQ,4Xp7i5fx-7ypN,24,95000,,NULL,gvxNY3oY-UkQb,Medical,C,10000,NULL,0,0.2,Gsy2wwMl-xmOQ,N,8
YdoM3UsE-5tuU,iOghQUbD-iWy6,uvMaQE1X-JhQ4,YdoM3UsE-5tuU,25,150000,Mortgage,9,iOghQUbD-iWy6,Debtconsolidation,B,25000,10.25,0,0.17,uvMaQE1X-JhQ4,N,4
lEYiIWCQ-xMZ0,JN10FEyT-CQ9u,2vDC6zMi-s6DF,lEYiIWCQ-xMZ0,23,89000,Rent,7,JN10FEyT-CQ9u,Education,C,7000,NULL,0,0.08,2vDC6zMi-s6DF,Y,3
17pzeYkk-AqLn,8LZl9GK3-kmI4,fvSXp0tk-MUAx,17pzeYkk-AqLn,28,68000,Mortgage,7,8LZl9GK3-kmI4,Education,A,3000,5.42,0,0.04,fvSXp0tk-MUAx,N,10
mZHwzp41-0urX,RBNYpeYP-IHj5,iaLw7h52-4BKC,mZHwzp41-0urX,23,65000,Rent,0,RBNYpeYP-IHj5,Education,A,6000,9.63,0,0.09,iaLw7h52-4BKC,N,3
aRiEvil6-2Ne8,siYii0vm-RpeG,aKkXrWHQ-Hq09,aRiEvil6-2Ne8,23,46000,Mortgage,2,siYii0vm-RpeG,Medical,B,10000,10.36,0,0.22,aKkXrWHQ-Hq09,N,3
OXFPB9BF-LfNx,OELL7rnp-rFZB,b5REsuSE-TIlP,OXFPB9BF-LfNx,29,71000,Rent,0,OELL7rnp-rFZB,Personal,A,19000,6.54,0,0.27,b5REsuSE-TIlP,N,9
ThywSsKm-qOHM,UdCjrZDE-Uddm,tgHNb7T6-v6Ct,ThywSsKm-qOHM,23,41000,Rent,3,UdCjrZDE-Uddm,Medical,B,6000,10.99,0,0.15,tgHNb7T6-v6Ct,N,2
5BvnWceL-EMy5,pZr7vXoj-6P1v,QzEm7S6M-xAjz,5BvnWceL-EMy5,22,55000,Rent,7,pZr7vXoj-6P1v,Medical,B,10000,10.37,0,0.18,QzEm7S6M-xAjz,N,2
WSvrg74r-n4KC,EIyo05qj-QXgt,Pc73d560-GrKI,WSvrg74r-n4KC,37,65000,Rent,7,EIyo05qj-QXgt,Education,A,9000,6.91,0,0.14,Pc73d560-GrKI,N,14
bM4UQ78m-2lYz,L2gQe9OY-zvf9,0GkS6TJc-6ZZZ,bM4UQ78m-2lYz,22,36996,Rent,0,L2gQe9OY-zvf9,Medical,A,5000,5.42,0,0.14,0GkS6TJc-6ZZZ,N,2
9JzqfDxN-HY3Q,XBD3Ja3j-m4sc,X0sqrFld-aWW1,9JzqfDxN-HY3Q,23,58200,Mortgage,2,XBD3Ja3j-m4sc,Debtconsolidation,B,13000,NULL,0,0.22,X0sqrFld-aWW1,N,2
7jQcRTuX-F3Zw,JHIAZ1HI-Unmy,wWuoI3Ar-K1d1,7jQcRTuX-F3Zw,23,42996,Mortgage,2,JHIAZ1HI-Unmy,Venture,D,8500,NULL,0,0.2,wWuoI3Ar-K1d1,Y,4
HbI6lb0H-QxFa,gIErdPHc-jNb2,DhurUEZ3-ZuGT,HbI6lb0H-QxFa,31,23766,Rent,1,gIErdPHc-jNb2,Medical,C,1800,13.06,0,0.08,DhurUEZ3-ZuGT,N,7
0RAaUcXc-1NFJ,F5DuNhBQ-R614,R2Re6P1J-w8j9,0RAaUcXc-1NFJ,35,30996,Rent,18,F5DuNhBQ-R614,Education,C,4200,14.79,0,0.14,R2Re6P1J-w8j9,Y,6
47FYEEWq-xMTv,nGeCzrGT-1SjO,Qyk6RZ8O-QexI,47FYEEWq-xMTv,21,35360,Rent,1,nGeCzrGT-1SjO,Education,A,2200,7.49,0,0.06,Qyk6RZ8O-QexI,N,2
IhdLNp1F-SMQB,4oECPllw-u3jb,dSfmXx2n-19du,IhdLNp1F-SMQB,25,12816,Own,0,4oECPllw-u3jb,Debtconsolidation,C,3000,12.87,1,0.23,dSfmXx2n-19du,Y,4
4XKYOqhd-dwYD,Kpbk38lE-6oow,LslyPHwM-TopH,4XKYOqhd-dwYD,26,34000,Rent,8,Kpbk38lE-6oow,Medical,D,5050,16.89,1,0.15,LslyPHwM-TopH,N,4
O5WY5HKW-suRu,AXjT6S8F-NSfU,LxQkJIJo-aUoB,O5WY5HKW-suRu,23,70572,Mortgage,8,AXjT6S8F-NSfU,Education,A,14500,5.99,0,0.21,LxQkJIJo-aUoB,N,3
BKF3FKNr-DM1M,S00Kv89l-9WmT,FNxsxc4n-xNRn,BKF3FKNr-DM1M,26,61000,Mortgage,10,S00Kv89l-9WmT,Personal,A,4200,7.29,0,0.07,FNxsxc4n-xNRn,N,4
RJyMiSDN-65oH,n4Ux7nvh-1cel,6BYCJWB0-Bt6P,RJyMiSDN-65oH,23,37200,Mortgage,7,n4Ux7nvh-1cel,Homeimprovement,B,7000,10.59,1,0.19,6BYCJWB0-Bt6P,N,2
J0Puob3s-q9HQ,MNTSPrcj-g25u,agE6tRuf-t4ZK,J0Puob3s-q9HQ,23,38400,Mortgage,5,MNTSPrcj-g25u,Education,A,10000,7.14,0,0.26,agE6tRuf-t4ZK,N,3
cNjqdalC-lZHL,brPqfrhP-fAMy,OfttfzMz-mHGo,cNjqdalC-lZHL,41,28800,Rent,0,brPqfrhP-fAMy,Medical,C,9600,13.49,1,0.33,OfttfzMz-mHGo,N,16
xoXwiZun-4ZYw,IsePSeFJ-3D3r,iePYoOyv-or8c,xoXwiZun-4ZYw,26,96000,Mortgage,1,IsePSeFJ-3D3r,Homeimprovement,B,10000,10.99,0,0.1,iePYoOyv-or8c,N,4
s9KENkpe-KEJO,mKIEOSo1-8eQI,OZxpUvaN-vOqt,s9KENkpe-KEJO,25,85000,Rent,4,mKIEOSo1-8eQI,Homeimprovement,B,20000,NULL,0,0.24,OZxpUvaN-vOqt,N,2
WH9yWmSf-hLbz,jcEKzG9a-KCET,DNNu2w6A-ue9m,WH9yWmSf-hLbz,31,20928,Rent,0,jcEKzG9a-KCET,Debtconsolidation,C,2000,13.48,0,0.1,DNNu2w6A-ue9m,Y,6
qgnnOpG2-aUi2,mIOa515N-QEDt,N3Jn0LcD-tl22,qgnnOpG2-aUi2,27,50000,Mortgage,4,mIOa515N-QEDt,Education,C,2200,12.99,0,0.04,N3Jn0LcD-tl22,Y,10
L4oEpYgG-t2c6,wCO13hkF-BPcM,FtiSCXrq-naiN,L4oEpYgG-t2c6,23,72858,Rent,7,wCO13hkF-BPcM,Debtconsolidation,B,10000,11.48,0,0.14,FtiSCXrq-naiN,N,3
2fwWbnjd-fFIS,T6khyc2W-EWox,2ySHwjL6-gair,2fwWbnjd-fFIS,29,30000,Rent,NULL,T6khyc2W-EWox,Venture,C,7200,15.27,0,0.24,2ySHwjL6-gair,Y,8
fuisMQwx-2d8J,ZqII0OW3-U0Df,4JT9qa46-IGdA,fuisMQwx-2d8J,31,33600,Mortgage,3,ZqII0OW3-U0Df,Venture,A,7000,7.14,0,0.21,4JT9qa46-IGdA,N,9
UQSPxoqn-zQBQ,2PFXRFnK-EgNj,cAq3XgXz-beYF,UQSPxoqn-zQBQ,28,110000,Mortgage,1,2PFXRFnK-EgNj,Education,A,12000,8.94,0,0.11,cAq3XgXz-beYF,N,10
8bQnlmYq-1Jf5,nQYjfxYZ-uqIq,6lvp24oJ-WlXZ,8bQnlmYq-1Jf5,29,103000,Rent,0,nQYjfxYZ-uqIq,Personal,D,1000,10.99,NULL,NULL,6lvp24oJ-WlXZ,N,2
YpXdjJIj-JDiY,Hh0LXxYz-kNNk,7Fw0sDuv-OYkH,YpXdjJIj-JDiY,22,60132,Rent,7,Hh0LXxYz-kNNk,Education,C,15000,14.26,0,0.25,7Fw0sDuv-OYkH,N,4
JM0FNDHl-CBJR,PD671pxC-R42P,tWUEiAqa-ycUZ,JM0FNDHl-CBJR,26,48000,Rent,3,PD671pxC-R42P,Debtconsolidation,B,8000,9.96,0,0.17,tWUEiAqa-ycUZ,N,3
P1Ck6ASW-HyuT,7NdFyiBD-TB4o,olc4XaiF-YkCM,P1Ck6ASW-HyuT,24,25000,Rent,3,7NdFyiBD-TB4o,Medical,A,9450,6.62,1,0.38,olc4XaiF-YkCM,N,4
n55sT86P-ujmc,UAwzTCiE-EUG0,X546qbdA-Fdoz,n55sT86P-ujmc,24,75000,Mortgage,3,UAwzTCiE-EUG0,Venture,C,15600,NULL,0,0.21,X546qbdA-Fdoz,N,4
2mAZaq7F-Hk4U,TqEasgMc-r7ze,i1qrP311-nmm7,2mAZaq7F-Hk4U,33,35000,Mortgage,3,TqEasgMc-r7ze,Education,B,10000,10.99,0,0.29,i1qrP311-nmm7,N,9
Q9qU7Dk1-xL1y,fGsi3W51-gRhn,QOSXCdiK-Artb,Q9qU7Dk1-xL1y,25,35000,Rent,4,fGsi3W51-gRhn,Education,A,4000,7.51,0,0.11,QOSXCdiK-Artb,N,3
b5wLJ23I-Qen7,GXkFHoX3-P8JR,Esqn7gYs-1fBF,b5wLJ23I-Qen7,23,32000,Own,2,GXkFHoX3-P8JR,Venture,A,6500,8.59,0,0.2,Esqn7gYs-1fBF,N,2
qcviCl00-dFCp,1ngmwLaX-LA4F,qeb2FUW3-bc8c,qcviCl00-dFCp,23,60000,Mortgage,7,1ngmwLaX-LA4F,Medical,A,7000,7.9,0,0.12,qeb2FUW3-bc8c,N,4
BtlXoc2j-oeqM,q359355Z-a3XX,2XgNAfQ5-o7MY,BtlXoc2j-oeqM,30,55000,Mortgage,3,q359355Z-a3XX,Debtconsolidation,B,12000,10.38,0,0.22,2XgNAfQ5-o7MY,N,8
I1u2a5JJ-5cPG,Wwl5PzEE-KCE5,j9dHeUcs-1XuH,I1u2a5JJ-5cPG,21,25200,Rent,1,Wwl5PzEE-KCE5,Education,A,8250,7.49,1,0.33,j9dHeUcs-1XuH,N,4
eMFOR9Ff-NEXM,jemgU8ao-HuK9,BWEeW2Tj-HDU1,eMFOR9Ff-NEXM,26,79380,Mortgage,5,jemgU8ao-HuK9,Education,C,10000,12.23,0,0.13,BWEeW2Tj-HDU1,Y,3
tA00ZXBT-Yap2,K8LiUA28-wURZ,asNI0F70-WZN3,tA00ZXBT-Yap2,23,75000,Rent,3,K8LiUA28-wURZ,Education,A,13200,6.17,0,0.18,asNI0F70-WZN3,N,3
NxXHx7s5-m0CR,HF30fM0P-yKSX,Ngwc8sy1-xlpm,NxXHx7s5-m0CR,33,45000,Mortgage,3,HF30fM0P-yKSX,Education,D,8000,16.49,1,0.18,Ngwc8sy1-xlpm,N,7
m4uIoEkf-TmLU,c83stoss-90In,Wa9twcqh-qs4p,m4uIoEkf-TmLU,32,60000,Rent,0,c83stoss-90In,Debtconsolidation,,NULL,6.39,0,0.14,Wa9twcqh-qs4p,N,3
lWZJjl5M-iCXZ,LzA2Utq9-q0fO,3RQ6BCth-n77x,lWZJjl5M-iCXZ,23,78000,Mortgage,7,LzA2Utq9-q0fO,Education,B,1000,9.88,0,0.01,3RQ6BCth-n77x,N,3
lx5MSDDf-yWOb,N9dqbQ6t-BouM,89CWWW89-NA0P,lx5MSDDf-yWOb,23,66661,Mortgage,7,N9dqbQ6t-BouM,Personal,B,1500,11.49,0,0.02,89CWWW89-NA0P,N,2
hKFOrDj9-RFeK,jL4NeSW1-cm1a,46uLlmUg-qyos,hKFOrDj9-RFeK,22,34000,Rent,2,jL4NeSW1-cm1a,Homeimprovement,D,11000,15.99,1,0.32,46uLlmUg-qyos,N,3
ELAAdzbl-Y0Zo,fPmhDluk-kGBa,QEidivWt-wajd,ELAAdzbl-Y0Zo,23,29856,Rent,0,fPmhDluk-kGBa,Personal,A,10300,8.94,1,0.34,QEidivWt-wajd,N,2
hEBs0R6y-8T12,NLFlIhWu-TpDK,rY7Y5E7T-6kpk,hEBs0R6y-8T12,23,39200,Rent,1,NLFlIhWu-TpDK,Education,A,2500,7.74,0,0.06,rY7Y5E7T-6kpk,N,3
m1biGgXU-x8cO,4faWdllN-kbeh,qYf8AZnD-T1xF,m1biGgXU-x8cO,23,26500,Rent,1,4faWdllN-kbeh,Education,C,2800,12.29,0,0.11,qYf8AZnD-T1xF,N,3
Mac3k03F-AEiS,YFBZ6IvF-YvsU,27TB4WlD-1THS,Mac3k03F-AEiS,33,16000,Mortgage,0,YFBZ6IvF-YvsU,Medical,A,6000,7.14,1,0.38,27TB4WlD-1THS,N,5
c2UIBy1u-BzfZ,aik5x00q-j3e4,pzQoU5Er-HEkU,c2UIBy1u-BzfZ,31,30000,Mortgage,NULL,aik5x00q-j3e4,Venture,A,5000,NULL,0,0.17,pzQoU5Er-HEkU,N,7
pjTaB3qf-j2lW,IB1HaafT-OsWM,QedKNX3L-6MFO,pjTaB3qf-j2lW,27,75000,Rent,11,IB1HaafT-OsWM,Personal,B,30000,10.65,1,0.4,QedKNX3L-6MFO,N,5
mCw0G59a-gwvR,OsNflsOz-3ICi,YrLE8BDn-CBgZ,mCw0G59a-gwvR,28,66920,Rent,12,OsNflsOz-3ICi,Medical,C,5000,14.26,0,0.07,YrLE8BDn-CBgZ,N,6
HK8DoMEy-oQPx,zHxWvDHG-MkwY,rHtPWR97-2W9m,HK8DoMEy-oQPx,29,28114,Rent,0,zHxWvDHG-MkwY,Debtconsolidation,B,8800,10,1,0.31,rHtPWR97-2W9m,N,10
raabOB5b-Dldg,JE5yjgae-FDXy,RKWwEjCz-ts3G,raabOB5b-Dldg,25,200000,Own,0,JE5yjgae-FDXy,Venture,B,24000,12.18,0,0.12,RKWwEjCz-ts3G,N,4
4aKvU2IS-tdbh,Z8evS5ya-Nb11,tkZocbks-h4r5,4aKvU2IS-tdbh,28,80000,Mortgage,8,Z8evS5ya-Nb11,Education,C,13000,13.47,0,0.16,tkZocbks-h4r5,N,5
cz6coAJ3-kToG,pHPbDZ34-9vXM,vWpLwPeC-WncN,cz6coAJ3-kToG,26,277104,Rent,0,pHPbDZ34-9vXM,Venture,B,20000,11.48,0,0.07,vWpLwPeC-WncN,N,3
fO03z60C-1CSW,5jlQ51GP-Uz6j,2Eaqd4wB-lYPM,fO03z60C-1CSW,36,69000,Rent,0,5jlQ51GP-Uz6j,Medical,B,15600,10.99,0,0.23,2Eaqd4wB-lYPM,N,12
jWCRnEvP-7eBd,cU8JKIFE-7ftf,Lqh1aE4e-MAvw,jWCRnEvP-7eBd,22,30000,Rent,0,cU8JKIFE-7ftf,Debtconsolidation,E,6000,19.39,1,0.2,Lqh1aE4e-MAvw,Y,4
UQxvoeSj-8Dcp,FdBIqYqt-C68b,NinKA8gD-o5Wc,UQxvoeSj-8Dcp,22,100000,Mortgage,6,FdBIqYqt-C68b,Debtconsolidation,A,15000,8.94,0,0.15,NinKA8gD-o5Wc,N,3
w6yI0szK-lvZH,BT3up2GO-tdCz,8og53GXX-Fe7S,w6yI0szK-lvZH,21,24396,Mortgage,2,BT3up2GO-tdCz,Venture,D,4000,15.05,0,0.16,8og53GXX-Fe7S,N,4
t6rqOojd-mi2d,tGow3Jaf-bSLX,BUayIr1k-LBcg,t6rqOojd-mi2d,22,56000,Mortgage,3,tGow3Jaf-bSLX,Debtconsolidation,B,20000,10.99,0,0.36,BUayIr1k-LBcg,N,4
gL1TqLaR-mvAH,JWqJjRKj-mSKi,tOCfbc4J-ggl4,gL1TqLaR-mvAH,42,38000,Rent,3,JWqJjRKj-mSKi,Medical,E,3000,17.56,1,0.08,tOCfbc4J-ggl4,N,15
TnRcaPdo-TkbD,iRd8pcvZ-NIjr,sOdW3cHM-QsyY,TnRcaPdo-TkbD,30,106000,Rent,9,iRd8pcvZ-NIjr,Debtconsolidation,C,20000,13.22,0,0.19,sOdW3cHM-QsyY,Y,5
swdKgT11-BtmE,AAuoLEGe-onto,ImzWSYEy-NtUo,swdKgT11-BtmE,30,51600,Rent,5,AAuoLEGe-onto,Debtconsolidation,C,16000,13.49,1,0.31,ImzWSYEy-NtUo,N,8
JYSSPa29-AeNi,vxUNFye8-Zl3t,wjFieyah-7aYH,JYSSPa29-AeNi,29,75000,Rent,5,vxUNFye8-Zl3t,Venture,A,6400,7.49,0,0.09,wjFieyah-7aYH,N,8
Qb9PRfN5-ona3,a6JmwHZF-jW3i,XsPawIcI-21Jp,Qb9PRfN5-ona3,32,86000,Mortgage,4,a6JmwHZF-jW3i,,,1400,NULL,1,0.16,XsPawIcI-21Jp,N,2
m3nf1Kdd-aZbw,zcDwdlne-Bijz,DNPo4jc3-cZCD,m3nf1Kdd-aZbw,53,50004,Mortgage,16,zcDwdlne-Bijz,Personal,A,4500,NULL,0,0.09,DNPo4jc3-cZCD,N,18
Fbn8rQ9E-b5mN,rJUBjUGS-rbJW,GSQKaKXT-aEoP,Fbn8rQ9E-b5mN,25,21600,Rent,0,rJUBjUGS-rbJW,Medical,B,5200,11.86,1,0.24,GSQKaKXT-aEoP,N,3
sl7KhLkg-xNg0,Ol7k7q0K-7Kom,1CeOi9Id-Ky2x,sl7KhLkg-xNg0,24,27000,Rent,1,Ol7k7q0K-7Kom,Medical,D,1500,16.29,1,0.06,1CeOi9Id-Ky2x,Y,4
q89NkdqY-anQQ,2fzIRNoB-zv92,h486SxuX-bwaK,q89NkdqY-anQQ,27,100000,Mortgage,0,2fzIRNoB-zv92,Homeimprovement,A,5000,8.07,0,0.05,h486SxuX-bwaK,N,10
fz7yCI45-5bf4,jeDxCia9-3OtS,jQW7NXBn-4dbF,fz7yCI45-5bf4,34,65000,Mortgage,12,jeDxCia9-3OtS,Venture,A,6000,7.14,0,0.09,jQW7NXBn-4dbF,N,10
vIOM3PLc-8SAE,GWqtzSNo-4j5m,RYPCI9OQ-uQrW,vIOM3PLc-8SAE,25,24864,Own,9,GWqtzSNo-4j5m,Venture,B,9000,NULL,0,0.36,RYPCI9OQ-uQrW,N,3
1PRrLONp-qaB0,ws6qKj4Q-dsts,sHMcEtPJ-sMZo,1PRrLONp-qaB0,23,61200,Rent,7,ws6qKj4Q-dsts,Personal,B,3000,12.42,0,0.05,sHMcEtPJ-sMZo,N,2
bhrWEj6t-TFpy,0CI22q0D-trgu,fuPC7ZQM-bQL9,bhrWEj6t-TFpy,27,58000,Rent,1,0CI22q0D-trgu,Venture,B,8000,11.36,0,0.14,fuPC7ZQM-bQL9,N,7
7kE80ROd-Hk2B,jEntHGys-HrKA,mfXI0vOp-W4vy,7kE80ROd-Hk2B,26,27000,Rent,0,jEntHGys-HrKA,Venture,B,8000,11.11,0,0.3,mfXI0vOp-W4vy,N,4
yt5p8hOg-5AO1,UPhjGOlO-7Zy1,I48qZFBz-9Yto,yt5p8hOg-5AO1,23,45240,Rent,4,UPhjGOlO-7Zy1,Venture,A,3200,7.37,0,0.07,I48qZFBz-9Yto,N,3
S8Xoi1bz-yGaW,cY2bknRO-9xNY,84PWLDuZ-4hdN,S8Xoi1bz-yGaW,25,49700,Rent,2,cY2bknRO-9xNY,Personal,B,7200,10.38,1,0.14,84PWLDuZ-4hdN,N,2
56qQGIT5-gUrk,4q2opuOe-pdaM,lEuhSSGw-sxh4,56qQGIT5-gUrk,28,55704,Mortgage,12,4q2opuOe-pdaM,Debtconsolidation,A,8400,7.51,0,0.15,lEuhSSGw-sxh4,N,9
Jl9Av4Mk-n59v,PLlaZbsO-9JTg,tEhYTr0S-nH4p,Jl9Av4Mk-n59v,34,135000,Mortgage,2,PLlaZbsO-9JTg,Personal,A,15000,5.42,0,0.11,tEhYTr0S-nH4p,N,6
iZGomwM0-dyha,a3ijGQC7-Mkmc,S0MIt8Bz-KP7b,iZGomwM0-dyha,31,100000,Rent,5,a3ijGQC7-Mkmc,Venture,A,10000,NULL,0,0.1,S0MIt8Bz-KP7b,N,8
wZs63o0t-GhOz,64DsMeSS-vqri,d4Lwamyh-hJXQ,wZs63o0t-GhOz,39,28650,Mortgage,1,64DsMeSS-vqri,Medical,,12000,NULL,0,0.11,d4Lwamyh-hJXQ,N,5
UmUNq5eY-qPq6,Q4hgyWdk-ZbuC,k3jqfrkY-1sLJ,UmUNq5eY-qPq6,38,90000,Mortgage,1,Q4hgyWdk-ZbuC,Debtconsolidation,A,7000,6.99,0,0.08,k3jqfrkY-1sLJ,N,16
XSEQhS0U-9m3z,CicTb45k-KOTn,njI5FXI8-asB8,XSEQhS0U-9m3z,22,80000,Mortgage,5,CicTb45k-KOTn,Venture,B,5000,11.36,0,0.06,njI5FXI8-asB8,N,3
eS3ypRH5-lM6s,x6YNDFd0-LLrn,twHkxLc6-jFEt,eS3ypRH5-lM6s,28,60000,Mortgage,12,x6YNDFd0-LLrn,Medical,A,15000,8.94,0,0.25,twHkxLc6-jFEt,N,9
zu1zFdWo-1Lwh,M3FzNd10-9lK2,yPevPKjd-MNcl,zu1zFdWo-1Lwh,26,52800,Rent,3,M3FzNd10-9lK2,Debtconsolidation,D,4600,15.62,1,0.09,yPevPKjd-MNcl,Y,4
UnKqcKAs-LNfk,7a6Xwtpa-67Jm,aiy44dQH-8MUM,UnKqcKAs-LNfk,28,50123,Mortgage,11,7a6Xwtpa-67Jm,Personal,B,2200,11.49,0,0.04,aiy44dQH-8MUM,N,8
COG0HGK7-DdFO,p3m9MYNO-WnqZ,D5wEpfxh-fiXY,COG0HGK7-DdFO,24,109500,Mortgage,3,p3m9MYNO-WnqZ,Education,B,3500,10.75,0,0.03,D5wEpfxh-fiXY,N,3
FzD3MZ8m-pYPH,Gp3oJHg9-z4u3,beY9Sm2k-yu91,FzD3MZ8m-pYPH,27,32000,Rent,11,Gp3oJHg9-z4u3,Education,C,6000,14.27,0,0.19,beY9Sm2k-yu91,N,8
cbzLBW6X-URrm,TXEi06kp-qCET,DkWwlKKK-QfrL,cbzLBW6X-URrm,33,45000,Rent,2,TXEi06kp-qCET,Education,A,9600,8.49,0,0.21,DkWwlKKK-QfrL,N,5
AXqQvrss-4p7D,AKzKkTyF-IUny,h9KUT0xZ-CKoe,AXqQvrss-4p7D,29,100000,Rent,0,AKzKkTyF-IUny,Education,C,5000,12.23,0,0.05,h9KUT0xZ-CKoe,N,8
FRp3iJ21-rJ4C,9bfypja9-cF8P,TALxcBCr-iijW,FRp3iJ21-rJ4C,28,60000,Mortgage,12,9bfypja9-cF8P,Homeimprovement,D,3000,17.49,0,0.05,TALxcBCr-iijW,N,8
tGyza5S0-kFRh,MUjAd447-ETUh,QdQa5Uk3-zlpE,tGyza5S0-kFRh,28,44000,Rent,3,MUjAd447-ETUh,Education,E,17500,NULL,1,0.4,QdQa5Uk3-zlpE,N,10
